1.000000000000000000e+00,1.525000000000000000e+03,1.500000000000000000e+01
1.000000000000000000e+00,1.519000000000000000e+03,1.600000000000000000e+01
1.000000000000000000e+00,1.512000000000000000e+03,1.700000000000000000e+01
1.000000000000000000e+00,1.497000000000000000e+03,1.800000000000000000e+01
1.000000000000000000e+00,1.478000000000000000e+03,1.900000000000000000e+01
1.000000000000000000e+00,1.456000000000000000e+03,2.000000000000000000e+01
1.000000000000000000e+00,1.425000000000000000e+03,2.100000000000000000e+01
1.000000000000000000e+00,1.391000000000000000e+03,2.200000000000000000e+01
1.000000000000000000e+00,1.351000000000000000e+03,2.300000000000000000e+01
1.000000000000000000e+00,1.307000000000000000e+03,2.400000000000000000e+01
1.000000000000000000e+00,1.257000000000000000e+03,2.500000000000000000e+01
1.000000000000000000e+00,1.207000000000000000e+03,2.600000000000000000e+01
1.000000000000000000e+00,1.155000000000000000e+03,2.700000000000000000e+01
1.000000000000000000e+00,1.105000000000000000e+03,2.800000000000000000e+01
1.000000000000000000e+00,1.058000000000000000e+03,2.900000000000000000e+01
1.000000000000000000e+00,1.015000000000000000e+03,3.000000000000000000e+01
1.000000000000000000e+00,9.710000000000000000e+02,3.100000000000000000e+01
1.000000000000000000e+00,9.370000000000000000e+02,3.100000000000000000e+01
1.000000000000000000e+00,9.030000000000000000e+02,3.200000000000000000e+01
1.000000000000000000e+00,8.710000000000000000e+02,3.300000000000000000e+01
1.000000000000000000e+00,8.470000000000000000e+02,3.400000000000000000e+01
1.000000000000000000e+00,8.220000000000000000e+02,3.500000000000000000e+01
1.000000000000000000e+00,7.970000000000000000e+02,3.600000000000000000e+01
1.000000000000000000e+00,7.780000000000000000e+02,3.700000000000000000e+01
1.000000000000000000e+00,7.560000000000000000e+02,3.800000000000000000e+01
1.000000000000000000e+00,7.380000000000000000e+02,3.900000000000000000e+01
1.000000000000000000e+00,7.190000000000000000e+02,4.000000000000000000e+01
1.000000000000000000e+00,7.030000000000000000e+02,4.100000000000000000e+01
1.000000000000000000e+00,6.880000000000000000e+02,4.200000000000000000e+01
1.000000000000000000e+00,6.720000000000000000e+02,4.300000000000000000e+01
1.000000000000000000e+00,6.600000000000000000e+02,4.400000000000000000e+01
1.000000000000000000e+00,6.470000000000000000e+02,4.500000000000000000e+01
1.000000000000000000e+00,6.350000000000000000e+02,4.600000000000000000e+01
1.000000000000000000e+00,6.260000000000000000e+02,4.700000000000000000e+01
1.000000000000000000e+00,6.130000000000000000e+02,4.700000000000000000e+01
1.000000000000000000e+00,6.040000000000000000e+02,4.800000000000000000e+01
1.000000000000000000e+00,5.940000000000000000e+02,4.900000000000000000e+01
1.000000000000000000e+00,5.850000000000000000e+02,5.000000000000000000e+01
1.000000000000000000e+00,5.760000000000000000e+02,5.100000000000000000e+01
1.000000000000000000e+00,5.660000000000000000e+02,5.200000000000000000e+01
1.000000000000000000e+00,5.570000000000000000e+02,5.300000000000000000e+01
1.000000000000000000e+00,5.480000000000000000e+02,5.400000000000000000e+01
1.000000000000000000e+00,5.420000000000000000e+02,5.500000000000000000e+01
1.000000000000000000e+00,5.320000000000000000e+02,5.600000000000000000e+01
1.000000000000000000e+00,5.260000000000000000e+02,5.700000000000000000e+01
1.000000000000000000e+00,5.200000000000000000e+02,5.800000000000000000e+01
1.000000000000000000e+00,5.140000000000000000e+02,5.900000000000000000e+01
1.000000000000000000e+00,5.070000000000000000e+02,6.000000000000000000e+01
1.000000000000000000e+00,5.010000000000000000e+02,6.100000000000000000e+01
1.000000000000000000e+00,4.950000000000000000e+02,6.200000000000000000e+01
1.000000000000000000e+00,4.920000000000000000e+02,6.300000000000000000e+01
1.000000000000000000e+00,4.860000000000000000e+02,6.300000000000000000e+01
1.000000000000000000e+00,4.790000000000000000e+02,6.400000000000000000e+01
1.000000000000000000e+00,4.760000000000000000e+02,6.500000000000000000e+01
1.000000000000000000e+00,4.700000000000000000e+02,6.600000000000000000e+01
1.000000000000000000e+00,4.670000000000000000e+02,6.700000000000000000e+01
1.000000000000000000e+00,4.640000000000000000e+02,6.800000000000000000e+01
1.000000000000000000e+00,4.580000000000000000e+02,6.900000000000000000e+01
1.000000000000000000e+00,4.540000000000000000e+02,7.000000000000000000e+01
1.000000000000000000e+00,4.510000000000000000e+02,7.100000000000000000e+01
1.000000000000000000e+00,4.480000000000000000e+02,7.200000000000000000e+01
1.000000000000000000e+00,4.450000000000000000e+02,7.300000000000000000e+01
1.000000000000000000e+00,4.420000000000000000e+02,7.400000000000000000e+01
1.000000000000000000e+00,4.390000000000000000e+02,7.500000000000000000e+01
1.000000000000000000e+00,4.360000000000000000e+02,7.600000000000000000e+01
1.000000000000000000e+00,4.330000000000000000e+02,7.700000000000000000e+01
1.000000000000000000e+00,4.300000000000000000e+02,7.800000000000000000e+01
1.000000000000000000e+00,4.260000000000000000e+02,7.900000000000000000e+01
1.000000000000000000e+00,4.230000000000000000e+02,7.900000000000000000e+01
1.000000000000000000e+00,4.230000000000000000e+02,8.000000000000000000e+01
1.000000000000000000e+00,4.200000000000000000e+02,8.100000000000000000e+01
1.000000000000000000e+00,4.170000000000000000e+02,8.200000000000000000e+01
1.000000000000000000e+00,4.140000000000000000e+02,8.300000000000000000e+01
1.000000000000000000e+00,4.140000000000000000e+02,8.400000000000000000e+01
1.000000000000000000e+00,4.110000000000000000e+02,8.500000000000000000e+01
1.000000000000000000e+00,4.080000000000000000e+02,8.600000000000000000e+01
1.000000000000000000e+00,4.080000000000000000e+02,8.700000000000000000e+01
1.000000000000000000e+00,4.050000000000000000e+02,8.800000000000000000e+01
1.000000000000000000e+00,4.020000000000000000e+02,8.900000000000000000e+01
1.000000000000000000e+00,4.020000000000000000e+02,9.000000000000000000e+01
1.000000000000000000e+00,3.980000000000000000e+02,9.100000000000000000e+01
1.000000000000000000e+00,3.980000000000000000e+02,9.200000000000000000e+01
1.000000000000000000e+00,3.950000000000000000e+02,9.300000000000000000e+01
1.000000000000000000e+00,3.950000000000000000e+02,9.400000000000000000e+01
1.000000000000000000e+00,3.920000000000000000e+02,9.500000000000000000e+01
1.000000000000000000e+00,3.920000000000000000e+02,9.500000000000000000e+01
1.000000000000000000e+00,3.890000000000000000e+02,9.600000000000000000e+01
